"$100 Value","MSA","County","State"
"$ 107.81","Oklahoma City, OK (Metropolitan Statistical Area)","Canadian","OK"
"$ 107.81","Oklahoma City, OK (Metropolitan Statistical Area)","Cleveland","OK"
"$ 107.81","Oklahoma City, OK (Metropolitan Statistical Area)","Grady","OK"
"$ 107.81","Oklahoma City, OK (Metropolitan Statistical Area)","Lincoln","OK"
"$ 107.81","Oklahoma City, OK (Metropolitan Statistical Area)","Logan","OK"
"$ 107.81","Oklahoma City, OK (Metropolitan Statistical Area)","McClain","OK"
"$ 107.81","Oklahoma City, OK (Metropolitan Statistical Area)","Oklahoma","OK"
"$ 107.82","Longview, TX (Metropolitan Statistical Area)","Gregg","TX"
"$ 107.82","Longview, TX (Metropolitan Statistical Area)","Harrison","TX"
"$ 107.82","Longview, TX (Metropolitan Statistical Area)","Rusk","TX"
"$ 107.82","Longview, TX (Metropolitan Statistical Area)","Upshur","TX"
"$ 107.89","Lawrence, KS (Metropolitan Statistical Area)","Douglas","KS"
"$ 107.91","Spartanburg, SC (Metropolitan Statistical Area)","Spartanburg","SC"
"$ 108.02","Fargo, ND-MN (Metropolitan Statistical Area)","Clay","MN"
"$ 108.02","Fargo, ND-MN (Metropolitan Statistical Area)","Cass","ND"
"$ 108.04","Oshkosh-Neenah, WI (Metropolitan Statistical Area)","Winnebago","WI"
"$ 108.07","Dayton-Kettering, OH (Metropolitan Statistical Area)","Greene","OH"
"$ 108.07","Dayton-Kettering, OH (Metropolitan Statistical Area)","Miami","OH"
"$ 108.07","Dayton-Kettering, OH (Metropolitan Statistical Area)","Montgomery","OH"
"$ 108.08","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","Benton","IN"
"$ 108.08","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","Carroll","IN"
"$ 108.08","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","Tippecanoe","IN"
"$ 108.08","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","Warren","IN"
"$ 108.11","Billings, MT (Metropolitan Statistical Area)","Carbon","MT"
"$ 108.11","Billings, MT (Metropolitan Statistical Area)","Stillwater","MT"
"$ 108.11","Billings, MT (Metropolitan Statistical Area)","Yellowstone","MT"
"$ 108.14","Grand Junction, CO (Metropolitan Statistical Area)","Mesa","CO"
"$ 108.24","NonMetropolitan Area","Aroostook","ME"
"$ 108.24","NonMetropolitan Area","Franklin","ME"
"$ 108.24","NonMetropolitan Area","Hancock","ME"
"$ 108.24","NonMetropolitan Area","Kennebec","ME"
"$ 108.24","NonMetropolitan Area","Knox","ME"
"$ 108.24","NonMetropolitan Area","Lincoln","ME"
"$ 108.24","NonMetropolitan Area","Oxford","ME"
"$ 108.24","NonMetropolitan Area","Piscataquis","ME"
"$ 108.24","NonMetropolitan Area","Somerset","ME"
"$ 108.24","NonMetropolitan Area","Waldo","ME"
"$ 108.24","NonMetropolitan Area","Washington","ME"
"$ 108.28","Green Bay, WI (Metropolitan Statistical Area)","Brown","WI"
"$ 108.28","Green Bay, WI (Metropolitan Statistical Area)","Kewaunee","WI"
"$ 108.28","Green Bay, WI (Metropolitan Statistical Area)","Oconto","WI"
"$ 108.28","NonMetropolitan Area","Allegany","NY"
"$ 108.28","NonMetropolitan Area","Cattaraugus","NY"
"$ 108.28","NonMetropolitan Area","Cayuga","NY"
"$ 108.28","NonMetropolitan Area","Chautauqua","NY"
"$ 108.28","NonMetropolitan Area","Chenango","NY"
"$ 108.28","NonMetropolitan Area","Clinton","NY"
"$ 108.28","NonMetropolitan Area","Columbia","NY"
"$ 108.28","NonMetropolitan Area","Cortland","NY"
"$ 108.28","NonMetropolitan Area","Delaware","NY"
"$ 108.28","NonMetropolitan Area","Essex","NY"
"$ 108.28","NonMetropolitan Area","Franklin","NY"
"$ 108.28","NonMetropolitan Area","Fulton","NY"
"$ 108.28","NonMetropolitan Area","Genesee","NY"
"$ 108.28","NonMetropolitan Area","Greene","NY"
"$ 108.28","NonMetropolitan Area","Hamilton","NY"
"$ 108.28","NonMetropolitan Area","Lewis","NY"
"$ 108.28","NonMetropolitan Area","Montgomery","NY"
"$ 108.28","NonMetropolitan Area","Otsego","NY"
"$ 108.28","NonMetropolitan Area","St.","NY"
"$ 108.28","NonMetropolitan Area","Schuyler","NY"
"$ 108.28","NonMetropolitan Area","Seneca","NY"
"$ 108.28","NonMetropolitan Area","Steuben","NY"
"$ 108.28","NonMetropolitan Area","Sullivan","NY"
"$ 108.28","NonMetropolitan Area","Wyoming","NY"
"$ 108.39","Albuquerque, NM (Metropolitan Statistical Area)","Bernalillo","NM"
"$ 108.39","Albuquerque, NM (Metropolitan Statistical Area)","Sandoval","NM"
"$ 108.39","Albuquerque, NM (Metropolitan Statistical Area)","Torrance","NM"
"$ 108.39","Albuquerque, NM (Metropolitan Statistical Area)","Valencia","NM"
"$ 108.44","Fond du Lac, WI (Metropolitan Statistical Area)","Fond du Lac","WI"
"$ 108.45","Monroe, MI (Metropolitan Statistical Area)","Monroe","MI"
"$ 108.45","Kankakee, IL (Metropolitan Statistical Area)","Kankakee","IL"
"$ 108.47","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)","Giles","VA"
"$ 108.47","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)","Montgomery + Radford","VA"
"$ 108.47","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)","Pulaski","VA"
"$ 108.48","Erie, PA (Metropolitan Statistical Area)","Erie","PA"
"$ 108.48","Racine, WI (Metropolitan Statistical Area)","Racine","WI"
"$ 108.53","Fort Wayne, IN (Metropolitan Statistical Area)","Allen","IN"
"$ 108.53","Fort Wayne, IN (Metropolitan Statistical Area)","Whitley","IN"
"$ 108.54","Niles, MI (Metropolitan Statistical Area)","Berrien","MI"
"$ 108.57","Muskegon, MI (Metropolitan Statistical Area)","Muskegon","MI"
"$ 108.59","Victoria, TX (Metropolitan Statistical Area)","Goliad","TX"
"$ 108.59","Victoria, TX (Metropolitan Statistical Area)","Victoria","TX"
"$ 108.59","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)","Baldwin","AL"
"$ 108.63","San Angelo, TX (Metropolitan Statistical Area)","Irion","TX"
"$ 108.63","San Angelo, TX (Metropolitan Statistical Area)","Sterling","TX"
"$ 108.63","San Angelo, TX (Metropolitan Statistical Area)","Tom Green","TX"
"$ 108.65","NonMetropolitan Area","Churchill","NV"
"$ 108.65","NonMetropolitan Area","Douglas","NV"
"$ 108.65","NonMetropolitan Area","Elko","NV"
"$ 108.65","NonMetropolitan Area","Esmeralda","NV"
"$ 108.65","NonMetropolitan Area","Eureka","NV"
"$ 108.65","NonMetropolitan Area","Humboldt","NV"
"$ 108.65","NonMetropolitan Area","Lander","NV"
"$ 108.65","NonMetropolitan Area","Lincoln","NV"
"$ 108.65","NonMetropolitan Area","Lyon","NV"
"$ 108.65","NonMetropolitan Area","Mineral","NV"
"$ 108.65","NonMetropolitan Area","Nye","NV"
"$ 108.65","NonMetropolitan Area","Pershing","NV"
"$ 108.65","NonMetropolitan Area","White","NV"
"$ 108.66","Abilene, TX (Metropolitan Statistical Area)","Callahan","TX"
"$ 108.66","Abilene, TX (Metropolitan Statistical Area)","Jones","TX"
"$ 108.66","Abilene, TX (Metropolitan Statistical Area)","Taylor","TX"
"$ 108.67","Tulsa, OK (Metropolitan Statistical Area)","Creek","OK"
"$ 108.67","Tulsa, OK (Metropolitan Statistical Area)","Okmulgee","OK"
"$ 108.67","Tulsa, OK (Metropolitan Statistical Area)","Osage","OK"
"$ 108.67","Tulsa, OK (Metropolitan Statistical Area)","Pawnee","OK"
"$ 108.67","Tulsa, OK (Metropolitan Statistical Area)","Rogers","OK"
"$ 108.67","Tulsa, OK (Metropolitan Statistical Area)","Tulsa","OK"
"$ 108.67","Tulsa, OK (Metropolitan Statistical Area)","Wagoner","OK"
"$ 108.68","Logan, UT-ID (Metropolitan Statistical Area)","Franklin","ID"
"$ 108.68","Logan, UT-ID (Metropolitan Statistical Area)","Cache","UT"
"$ 108.69","Lexington-Fayette, KY (Metropolitan Statistical Area)","Bourbon","KY"
"$ 108.69","Lexington-Fayette, KY (Metropolitan Statistical Area)","Clark","KY"
"$ 108.69","Lexington-Fayette, KY (Metropolitan Statistical Area)","Fayette","KY"
"$ 108.69","Lexington-Fayette, KY (Metropolitan Statistical Area)","Jessamine","KY"
"$ 108.69","Lexington-Fayette, KY (Metropolitan Statistical Area)","Scott","KY"
"$ 108.69","Lexington-Fayette, KY (Metropolitan Statistical Area)","Woodford","KY"
"$ 108.70","Columbus, IN (Metropolitan Statistical Area)","Bartholomew","IN"
"$ 108.70","Warner Robins, GA (Metropolitan Statistical Area)","Houston","GA"
"$ 108.70","Warner Robins, GA (Metropolitan Statistical Area)","Peach","GA"
"$ 108.73","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","Faulkner","AR"
"$ 108.73","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","Grant","AR"
"$ 108.73","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","Lonoke","AR"
"$ 108.73","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","Perry","AR"
"$ 108.73","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","Pulaski","AR"
"$ 108.73","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","Saline","AR"
"$ 108.74","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","Burke","GA"
"$ 108.74","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","Columbia","GA"
"$ 108.74","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","Lincoln","GA"
"$ 108.74","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","McDuffie","GA"
"$ 108.74","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","Richmond","GA"
"$ 108.74","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","Aiken","SC"
"$ 108.74","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","Edgefield","SC"
"$ 108.77","Rochester, MN (Metropolitan Statistical Area)","Dodge","MN"
"$ 108.77","Rochester, MN (Metropolitan Statistical Area)","Fillmore","MN"
"$ 108.77","Rochester, MN (Metropolitan Statistical Area)","Olmsted","MN"
"$ 108.77","Rochester, MN (Metropolitan Statistical Area)","Wabasha","MN"
"$ 108.79","Eau Claire, WI (Metropolitan Statistical Area)","Chippewa","WI"
"$ 108.79","Eau Claire, WI (Metropolitan Statistical Area)","Eau Claire","WI"
"$ 108.85","Rapid City, SD (Metropolitan Statistical Area)","Meade","SD"
"$ 108.85","Rapid City, SD (Metropolitan Statistical Area)","Pennington","SD"
"$ 108.85","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","St. Joseph","IN"
"$ 108.85","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","Cass","MI"
"$ 108.87","Springfield, IL (Metropolitan Statistical Area)","Menard","IL"
"$ 108.87","Springfield, IL (Metropolitan Statistical Area)","Sangamon","IL"
"$ 108.89","Cedar Rapids, IA (Metropolitan Statistical Area)","Benton","IA"
"$ 108.89","Cedar Rapids, IA (Metropolitan Statistical Area)","Jones","IA"
"$ 108.89","Cedar Rapids, IA (Metropolitan Statistical Area)","Linn","IA"
"$ 108.92","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","Clark","IN"
"$ 108.92","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","Floyd","IN"
"$ 108.92","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","Harrison","IN"
"$ 108.92","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","Washington","IN"
"$ 108.92","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","Bullitt","KY"
"$ 108.92","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","Henry","KY"
"$ 108.92","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","Jefferson","KY"
"$ 108.92","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","Oldham","KY"
"$ 108.92","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","Shelby","KY"
"$ 108.92","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","Spencer","KY"
"$ 108.97","Williamsport, PA (Metropolitan Statistical Area)","Lycoming","PA"
"$ 109.03","Winston-Salem, NC (Metropolitan Statistical Area)","Davidson","NC"
"$ 109.03","Winston-Salem, NC (Metropolitan Statistical Area)","Davie","NC"
"$ 109.03","Winston-Salem, NC (Metropolitan Statistical Area)","Forsyth","NC"
"$ 109.03","Winston-Salem, NC (Metropolitan Statistical Area)","Stokes","NC"
"$ 109.03","Winston-Salem, NC (Metropolitan Statistical Area)","Yadkin","NC"
"$ 109.07","Fayetteville, NC (Metropolitan Statistical Area)","Cumberland","NC"
"$ 109.07","Fayetteville, NC (Metropolitan Statistical Area)","Harnett","NC"
"$ 109.07","Fayetteville, NC (Metropolitan Statistical Area)","Hoke","NC"
"$ 109.10","Bay City, MI (Metropolitan Statistical Area)","Bay","MI"
"$ 109.10","Midland, MI (Metropolitan Statistical Area)","Midland","MI"
"$ 109.28","Huntsville, AL (Metropolitan Statistical Area)","Limestone","AL"
"$ 109.28","Huntsville, AL (Metropolitan Statistical Area)","Madison","AL"
"$ 109.45","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","Henry","IL"
"$ 109.45","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","Mercer","IL"
"$ 109.45","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","Rock Island","IL"
"$ 109.45","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","Scott","IA"
"$ 109.48","Casper, WY (Metropolitan Statistical Area)","Natrona","WY"
"$ 109.57","Lynchburg, VA (Metropolitan Statistical Area)","Amherst","VA"
"$ 109.57","Lynchburg, VA (Metropolitan Statistical Area)","Appomattox","VA"
"$ 109.57","Lynchburg, VA (Metropolitan Statistical Area)","Bedford","VA"
"$ 109.57","Lynchburg, VA (Metropolitan Statistical Area)","Campbell + Lynchburg","VA"
"$ 109.57","Ames, IA (Metropolitan Statistical Area)","Boone","IA"
"$ 109.57","Ames, IA (Metropolitan Statistical Area)","Story","IA"
"$ 109.60","New Bern, NC (Metropolitan Statistical Area)","Craven","NC"
"$ 109.60","New Bern, NC (Metropolitan Statistical Area)","Jones","NC"
"$ 109.60","New Bern, NC (Metropolitan Statistical Area)","Pamlico","NC"
"$ 109.60","Cumberland, MD-WV (Metropolitan Statistical Area)","Allegany","MD"
"$ 109.60","Cumberland, MD-WV (Metropolitan Statistical Area)","Mineral","WV"
"$ 109.61","NonMetropolitan Area","Beaverhead","MT"
"$ 109.61","NonMetropolitan Area","Big","MT"
"$ 109.61","NonMetropolitan Area","Blaine","MT"
"$ 109.61","NonMetropolitan Area","Broadwater","MT"
"$ 109.61","NonMetropolitan Area","Carter","MT"
"$ 109.61","NonMetropolitan Area","Chouteau","MT"
"$ 109.61","NonMetropolitan Area","Custer","MT"
"$ 109.61","NonMetropolitan Area","Daniels","MT"
"$ 109.61","NonMetropolitan Area","Dawson","MT"
"$ 109.61","NonMetropolitan Area","Deer","MT"
"$ 109.61","NonMetropolitan Area","Fallon","MT"
"$ 109.61","NonMetropolitan Area","Fergus","MT"
"$ 109.61","NonMetropolitan Area","Flathead","MT"
"$ 109.61","NonMetropolitan Area","Gallatin","MT"
"$ 109.61","NonMetropolitan Area","Garfield","MT"
"$ 109.61","NonMetropolitan Area","Glacier","MT"
"$ 109.61","NonMetropolitan Area","Golden","MT"
"$ 109.61","NonMetropolitan Area","Granite","MT"
"$ 109.61","NonMetropolitan Area","Hill","MT"
"$ 109.61","NonMetropolitan Area","Jefferson","MT"
"$ 109.61","NonMetropolitan Area","Judith","MT"
"$ 109.61","NonMetropolitan Area","Lake","MT"
"$ 109.61","NonMetropolitan Area","Lewis","MT"
"$ 109.61","NonMetropolitan Area","Liberty","MT"
"$ 109.61","NonMetropolitan Area","Lincoln","MT"
"$ 109.61","NonMetropolitan Area","McCone","MT"
"$ 109.61","NonMetropolitan Area","Madison","MT"
"$ 109.61","NonMetropolitan Area","Meagher","MT"
"$ 109.61","NonMetropolitan Area","Mineral","MT"
"$ 109.61","NonMetropolitan Area","Musselshell","MT"
"$ 109.61","NonMetropolitan Area","Park","MT"
"$ 109.61","NonMetropolitan Area","Petroleum","MT"
"$ 109.61","NonMetropolitan Area","Phillips","MT"
"$ 109.61","NonMetropolitan Area","Pondera","MT"
"$ 109.61","NonMetropolitan Area","Powder","MT"
"$ 109.61","NonMetropolitan Area","Powell","MT"
"$ 109.61","NonMetropolitan Area","Prairie","MT"
"$ 109.61","NonMetropolitan Area","Ravalli","MT"
"$ 109.61","NonMetropolitan Area","Richland","MT"
"$ 109.61","NonMetropolitan Area","Roosevelt","MT"
"$ 109.61","NonMetropolitan Area","Rosebud","MT"
"$ 109.61","NonMetropolitan Area","Sanders","MT"
"$ 109.61","NonMetropolitan Area","Sheridan","MT"
"$ 109.61","NonMetropolitan Area","Silver","MT"
"$ 109.61","NonMetropolitan Area","Sweet","MT"
"$ 109.61","NonMetropolitan Area","Teton","MT"
"$ 109.61","NonMetropolitan Area","Toole","MT"
"$ 109.61","NonMetropolitan Area","Treasure","MT"
"$ 109.61","NonMetropolitan Area","Valley","MT"
"$ 109.61","NonMetropolitan Area","Wheatland","MT"
"$ 109.61","NonMetropolitan Area","Wibaux","MT"
"$ 109.73","Wichita Falls, TX (Metropolitan Statistical Area)","Archer","TX"
"$ 109.73","Wichita Falls, TX (Metropolitan Statistical Area)","Clay","TX"
"$ 109.73","Wichita Falls, TX (Metropolitan Statistical Area)","Wichita","TX"
"$ 109.73","Saginaw, MI (Metropolitan Statistical Area)","Saginaw","MI"
"$ 109.75","NonMetropolitan Area","Albany","WY"
"$ 109.75","NonMetropolitan Area","Big","WY"
"$ 109.75","NonMetropolitan Area","Campbell","WY"
"$ 109.75","NonMetropolitan Area","Carbon","WY"
"$ 109.75","NonMetropolitan Area","Converse","WY"
"$ 109.75","NonMetropolitan Area","Crook","WY"
"$ 109.75","NonMetropolitan Area","Fremont","WY"
"$ 109.75","NonMetropolitan Area","Goshen","WY"
"$ 109.75","NonMetropolitan Area","Hot","WY"
"$ 109.75","NonMetropolitan Area","Johnson","WY"
"$ 109.75","NonMetropolitan Area","Lincoln","WY"
"$ 109.75","NonMetropolitan Area","Niobrara","WY"
"$ 109.75","NonMetropolitan Area","Park","WY"
"$ 109.75","NonMetropolitan Area","Platte","WY"
"$ 109.75","NonMetropolitan Area","Sheridan","WY"
"$ 109.75","NonMetropolitan Area","Sublette","WY"
"$ 109.75","NonMetropolitan Area","Sweetwater","WY"
"$ 109.75","NonMetropolitan Area","Teton","WY"
"$ 109.75","NonMetropolitan Area","Uinta","WY"
"$ 109.75","NonMetropolitan Area","Washakie","WY"
"$ 109.75","NonMetropolitan Area","Weston","WY"
"$ 109.97","Michigan City-La Porte, IN (Metropolitan Statistical Area)","LaPorte","IN"
"$ 109.98","Rome, GA (Metropolitan Statistical Area)","Floyd","GA"
"$ 109.99","Pueblo, CO (Metropolitan Statistical Area)","Pueblo","CO"
"$ 110.07","Birmingham-Hoover, AL (Metropolitan Statistical Area)","Bibb","AL"
"$ 110.07","Birmingham-Hoover, AL (Metropolitan Statistical Area)","Blount","AL"
"$ 110.07","Birmingham-Hoover, AL (Metropolitan Statistical Area)","Chilton","AL"
"$ 110.07","Birmingham-Hoover, AL (Metropolitan Statistical Area)","Jefferson","AL"
"$ 110.07","Birmingham-Hoover, AL (Metropolitan Statistical Area)","St. Clair","AL"
"$ 110.07","Birmingham-Hoover, AL (Metropolitan Statistical Area)","Shelby","AL"
"$ 110.07","Wichita, KS (Metropolitan Statistical Area)","Butler","KS"
"$ 110.07","Wichita, KS (Metropolitan Statistical Area)","Harvey","KS"
"$ 110.07","Wichita, KS (Metropolitan Statistical Area)","Sedgwick","KS"
"$ 110.07","Wichita, KS (Metropolitan Statistical Area)","Sumner","KS"
"$ 110.12","Kokomo, IN (Metropolitan Statistical Area)","Howard","IN"
"$ 110.18","Dalton, GA (Metropolitan Statistical Area)","Murray","GA"
"$ 110.18","Dalton, GA (Metropolitan Statistical Area)","Whitfield","GA"
"$ 110.21","Lafayette, LA (Metropolitan Statistical Area)","Acadia","LA"
"$ 110.21","Lafayette, LA (Metropolitan Statistical Area)","Iberia","LA"
"$ 110.21","Lafayette, LA (Metropolitan Statistical Area)","Lafayette","LA"
"$ 110.21","Lafayette, LA (Metropolitan Statistical Area)","St. Martin","LA"
"$ 110.21","Lafayette, LA (Metropolitan Statistical Area)","Vermilion","LA"
